National Center for Education Statistics,,,,,,,,,,,,,
Education Finance Peer Tool,,,,,,,,,,,,,
The file contains (980) records based on your search.,,,,,,,,,,,,,
NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user.,,,,,,,,,,,,,
LEAID,DistrictName,State,SchoolLevel,GradeSpanLow,GradeSpanHigh,ZipCode,TotalSchools,TotalFiscalStudents,TotalStudents,ClassroomTeachersFTE,StudentTeacherRatio,SummerMigrantStudents,ELLStudents
0638980,Temple City Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91780,8,5636,5636,239.62,23.5205742425507,,1095
0639000,Templeton Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93465,7,2394,2394,95.21,25.1444176031929,,110
0639060,Terra Bella Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93270,2,883,883,40.5,21.8024691358025,,672
0639180,Thermalito Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95965,6,1554,1554,68.14,22.8059876724391,,257
0639210,Three Rivers Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93271,1,131,131,7.5,17.4666666666667,,
0639300,Tipton Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93272,1,549,549,26,21.1153846153846,,364
0639420,Torrance Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90501,32,23394,23394,935.02,25.0197856730337,,3584
0600047,Tracy Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95376,19,14621,14621,625.32,23.3816286061536,,3926
0639600,Traver Joint Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93673,1,232,232,10,23.2,,141
0639630,Travis Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94533,10,5495,5495,231.23,23.7642174458332,,139
0639690,Tres Pinos Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95075,1,108,108,6,18,,3
0639720,Trinidad Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95570,1,203,203,10,20.3,,3
0639750,Trinity Center Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96091,1,14,14,1,14,,
0691044,Trinity County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,96093,3,7,7,1,7,,
0639840,Trona Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93562,2,290,290,20.4,14.2156862745098,,8
0639870,Tulare City,CALIFORNIA,01-Elementary school system only,KG,08,93274,17,9588,9588,402.21,23.8382934288058,,2336
0691045,Tulare County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,93278,5,1707,1707,133.98,12.7407075682938,,242
0639930,Tulare Joint Union High,CALIFORNIA,02-Secondary school system only,09,12,93274,7,5621,5621,246.22,22.8291771586386,,630
0639940,Tulelake Basin Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,96134,3,388,388,24.56,15.7980456026059,,229
0691046,Tuolumne County Superintendent of Schools,CALIFORNIA,05-Vocational or special education school system,KG,12,95370,4,94,94,13.3,7.06766917293233,,
0600158,Turlock Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95381,14,14143,14006,603.18,23.2202659239365,,3581
0640150,Tustin Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92780,29,23768,23768,861.54,27.5878078789145,,3854
0640200,Twain Harte,CALIFORNIA,01-Elementary school system only,KG,08,95383,1,257,257,14.3,17.972027972028,,3
0640230,Twin Hills Union Elementary,CALIFORNIA,03-Elementary/secondary school system,KG,12,95472,4,1207,1207,57.31,21.0608968766358,,20
0600012,Twin Ridges Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95959,3,97,97,7,13.8571428571429,,4
0640260,Two Rock Union,CALIFORNIA,01-Elementary school system only,KG,06,94952,1,166,166,8,20.75,,49
0640300,Ukiah Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95482,11,5981,5981,276.81,21.6068783642209,,1601
0640320,Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95124,8,5883,5883,246.25,23.8903553299492,,702
0640380,Union Hill Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95945,2,711,711,32.78,21.6900549115314,,14
0600016,Upland Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91786,14,10702,10702,461.25,23.2021680216802,,915
0640590,Vacaville Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95687,17,12692,12692,561.17,22.6170322718606,,898
0691135,Val Verde Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92571,23,20141,20141,826.04,24.3825964844317,,3966
0640650,Valle Lindo Elementary,CALIFORNIA,01-Elementary school system only,KG,08,91733,2,1087,1087,50,21.74,,103
0640680,Vallecito Union,CALIFORNIA,01-Elementary school system only,KG,08,95224,3,584,584,32.05,18.2215288611544,,28
0640710,Vallecitos Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92028,1,202,202,10,20.2,,97
0640740,Vallejo City Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94592,24,12486,12486,478.19,26.1109600786298,,2598
0600069,Valley Center-Pauma Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92082,8,4029,4029,163.54,24.6361746361746,,991
0640800,Valley Home Joint Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95361,1,166,166,8,20.75,,34
0691047,Ventura County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,93012,5,,,,0,,132
0640980,Ventura Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93001,27,16353,16353,684.99,23.8733412166601,,2713
0641040,Victor Elementary,CALIFORNIA,01-Elementary school system only,KG,06,92395,19,12772,12772,514.8,24.8096348096348,,2202
0636972,Victor Valley Union High,CALIFORNIA,02-Secondary school system only,07,12,92395,9,10471,10471,370.85,28.2351354995281,,1183
0641130,Vineland Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93307,2,680,680,35.88,18.9520624303233,,414
0641160,Visalia Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93277,43,29107,29107,1221.38,23.8312400727046,,4345
0641220,Vista del Mar Union,CALIFORNIA,01-Elementary school system only,KG,08,93117,1,51,51,4,12.75,,14
0641190,Vista Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92084,28,20756,20756,979.56,21.1891053125893,,4110
0641250,Walnut Creek Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94596,7,3545,3545,157.55,22.500793398921,,417
0641280,Walnut Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91789,15,13879,13879,562.05,24.6935326038609,,1704
0600042,Warner Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92086,3,194,194,13.1,14.8091603053435,,34
0641400,Wasco Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93280,6,3627,3627,152.75,23.7446808510638,,1281
0641430,Wasco Union High,CALIFORNIA,02-Secondary school system only,09,12,93280,2,1867,1867,80.92,23.0721700444884,,294
0641460,Washington Colony Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93706,1,463,463,24,19.2916666666667,,159
0641580,Washington Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95691,13,7734,7734,340.35,22.7236668135743,,1407
0641610,Washington Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93908,4,893,893,38,23.5,,23
0600063,Waterford Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95386,5,1812,1812,77.81,23.2874951805681,,512
0641790,Waugh Elementary,CALIFORNIA,01-Elementary school system only,KG,06,94954,2,854,854,37.9,22.532981530343,,82
0641820,Waukena Joint Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93274,1,207,207,10,20.7,,125
0641880,Weaver Union,CALIFORNIA,01-Elementary school system only,KG,08,95341,4,2871,2871,133.17,21.5589096643388,,787
0641980,Weed Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96094,1,252,252,17,14.8235294117647,,37
0632550,West Contra Costa Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94801,54,28121,28121,1179.15,23.8485349616249,,9054
0642000,West Covina Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91790,15,8754,8754,363.46,24.0851813129368,,826
0642060,West Park Elementary,CALIFORNIA,03-Elementary/secondary school system,KG,12,93706,2,684,684,34.63,19.7516604100491,,217
0642270,West Side Union Elementary,CALIFORNIA,01-Elementary school system only,KG,06,95448,1,178,178,8,22.25,,29
0602670,West Sonoma County Union High,CALIFORNIA,03-Elementary/secondary school system,KG,12,95472,5,1933,1933,89.9,21.5016685205784,,65
0642140,Western Placer Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95648,12,7088,7088,300.81,23.5630464412752,,586
0642150,Westminster,CALIFORNIA,01-Elementary school system only,KG,08,92683,17,9120,9120,382.76,23.826941164176,,3631
0642180,Westmorland Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92281,1,402,402,21,19.1428571428571,,196
0642210,Westside Elementary,CALIFORNIA,01-Elementary school system only,KG,12,93624,1,188,188,8,23.5,,139
0642120,Westside Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93536,12,9622,9622,356.31,27.0045746681261,,667
0642300,Westwood Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,96137,2,180,180,10.49,17.1591992373689,,3
0642330,Wheatland,CALIFORNIA,01-Elementary school system only,KG,08,95692,4,1388,1388,64,21.6875,,86
0642350,Wheatland Union High,CALIFORNIA,02-Secondary school system only,07,12,95692,3,784,784,35.33,22.190772714407,,14
0642420,Whitmore Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,96096,1,40,40,3.1,12.9032258064516,,
0642450,Whittier City Elementary,CALIFORNIA,01-Elementary school system only,KG,08,90602,14,6072,6072,222.02,27.3488874876137,,950
0642480,Whittier Union High,CALIFORNIA,02-Secondary school system only,09,12,90605,7,11404,11404,448.79,25.4105483633771,,1069
0642510,William S. Hart Union High,CALIFORNIA,02-Secondary school system only,KG,12,91350,17,22416,22416,946.9,23.6730383356215,,1507
0642540,Williams Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95987,4,1335,1335,61.67,21.6474785146749,,638
0642560,Willits Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95490,6,1512,1512,82.1,18.4165651644336,,218
0642600,Willow Creek Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96064,1,31,31,2,15.5,,
0642630,Willow Grove Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95043,1,13,13,2,6.5,,10
0642710,Willows Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95988,4,1465,1465,64.01,22.8870488986096,,304
0642750,Wilmar Union Elementary,CALIFORNIA,01-Elementary school system only,KG,06,94952,1,243,243,10.4,23.3653846153846,,23
0642810,Wilsona Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93591,3,1232,1232,49.33,24.9746604500304,,352
0600034,Windsor Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95492,9,5062,5062,238.04,21.2653335573853,,856
0642900,Winship-Robbins,CALIFORNIA,01-Elementary school system only,KG,12,95676,1,118,118,8,14.75,,47
0642930,Winters Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95694,5,1541,1541,69.74,22.0963579007743,,501
0642960,Winton,CALIFORNIA,01-Elementary school system only,KG,08,95388,4,1981,1981,84.73,23.3801487076596,,1100
0643080,Woodland Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95695,19,10031,10031,455.69,22.0127718405056,,2335
0643140,Woodside Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94062,1,408,408,36.1,11.3019390581717,,21
0643170,Woodville Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93257,1,433,433,20.86,20.7574304889741,,254
0643200,Wright Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95407,3,1480,1480,62,23.8709677419355,,646
0691049,Yolo County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95776,3,281,254,21,12.0952380952381,,67
0600160,Yosemite Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93644,9,1573,1573,67.35,23.3556050482554,,39
0643380,Yreka Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96097,3,1012,1012,52.5,19.2761904761905,,25
0643410,Yreka Union High,CALIFORNIA,02-Secondary school system only,09,12,96097,3,629,629,34.79,18.0799080195458,,16
0643470,Yuba City Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95991,18,12428,12428,610.24,20.3657577346618,,2769
0691048,Yuba County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95901,4,514,514,40.38,12.7290737989104,,46
0643560,Yucaipa-Calimesa Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92399,14,8955,8955,388.86,23.0288535719796,,710
