National Center for Education Statistics,,,,,,,,,,,,,,,,,
Education Finance Peer Tool,,,,,,,,,,,,,,,,,
The file contains (980) records based on your search.,,,,,,,,,,,,,,,,,
NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user.,,,,,,,,,,,,,,,,,
LEAID,NAME,FIPST,MSTATE,FIPST_NAME,GSLO,GSHI,a_type,distlocale,SchoolLevel,LocaleCode,LocaleText,data_type,MSC,MSCText,TypeCode,TypeText,PercentPoverty
0640740,Vallejo City Unified,06,CA,CALIFORNIA,KG,12,1,12,03-Elementary/secondary school system,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,15.3663330133918
0640980,Ventura Unified,06,CA,CALIFORNIA,KG,12,1,12,03-Elementary/secondary school system,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,11.9569047978654
0641250,Walnut Creek Elementary,06,CA,CALIFORNIA,KG,08,1,13,01-Elementary school system only,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,6.02655771195097
0615990,Green Point Elementary,06,CA,CALIFORNIA,KG,08,1,43,01-Elementary school system only,43,Rural: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,17.3913043478261
0600051,Gridley Unified,06,CA,CALIFORNIA,KG,12,1,32,03-Elementary/secondary school system,32,Town: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,22.9223248234655
0600014,Hesperia Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,24.2420871113089
0617880,Hughes-Elizabeth Lakes Union Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,4.77099236641221
0618270,Indian Springs Elementary,06,CA,CALIFORNIA,KG,08,1,43,01-Elementary school system only,43,Rural: Remote,MetroMicro,1,Metropolitan Area,1,Regular School District,31.1111111111111
0618510,Island Union Elementary,06,CA,CALIFORNIA,KG,08,7,41,06-Nonoperating school system,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,7,Other Education Agency,18.4782608695652
0618690,Jamestown Elementary,06,CA,CALIFORNIA,KG,08,1,32,01-Elementary school system only,32,Town: Distant,MetroMicro,2,Micropolitan Area,1,Regular School District,25.7995735607676
0618840,Jefferson Elementary,06,CA,CALIFORNIA,KG,08,1,23,01-Elementary school system only,23,Suburb: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,7.40524781341108
0619260,Jurupa Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,20.4100480236424
0620310,Lafayette Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,3.45904395868364
0691029,San Bernardino County Office of Education,06,CA,CALIFORNIA,KG,12,1,12,05-Vocational or special education school system,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,
0691041,Stanislaus County Office of Education,06,CA,CALIFORNIA,KG,12,1,21,05-Vocational or special education school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,
0612120,El Monte Union High,06,CA,CALIFORNIA,09,12,1,21,02-Secondary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,28.3527045149754
0612210,El Segundo Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,5.32087733549959
0612630,Emery Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,18.359375
0612910,Escondido Union High,06,CA,CALIFORNIA,06,12,1,21,02-Secondary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,18.5835923773483
0612960,Etiwanda Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,8.54624567667076
0613360,Fairfield-Suisun Unified,06,CA,CALIFORNIA,KG,12,1,12,03-Elementary/secondary school system,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,13.9884595208953
0613500,Fallbrook Union Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,19.0754108431885
0614220,Fountain Valley Elementary,06,CA,CALIFORNIA,KG,08,1,13,01-Elementary school system only,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,6.59262423465755
0614370,Franklin-McKinley Elementary,06,CA,CALIFORNIA,KG,08,1,11,01-Elementary school system only,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,20.0270839602769
0615090,Gerber Union Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,2,Micropolitan Area,1,Regular School District,29.1032148900169
0615180,Gilroy Unified,06,CA,CALIFORNIA,KG,12,1,23,03-Elementary/secondary school system,23,Suburb: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,13.832432895978
0615390,Gold Oak Union Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,8.57409133271202
0600068,Golden Valley Unified,06,CA,CALIFORNIA,KG,12,1,31,03-Elementary/secondary school system,31,Town: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,9.23593618807725
0642120,Westside Union Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,10.8681068026298
0642300,Westwood Unified,06,CA,CALIFORNIA,KG,12,1,43,03-Elementary/secondary school system,43,Rural: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,23.8512035010941
0642930,Winters Joint Unified,06,CA,CALIFORNIA,KG,12,1,31,03-Elementary/secondary school system,31,Town: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,9.63238715681712
0606960,Caliente Union Elementary,06,CA,CALIFORNIA,KG,08,1,43,01-Elementary school system only,43,Rural: Remote,MetroMicro,1,Metropolitan Area,1,Regular School District,24.5901639344262
0607500,Carlsbad Unified,06,CA,CALIFORNIA,KG,12,1,12,03-Elementary/secondary school system,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,9.80482734726874
0607770,Castle Rock Union Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,25
0607970,Central Unified,06,CA,CALIFORNIA,KG,12,1,11,03-Elementary/secondary school system,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,21.0707522809434
0608160,Chaffey Joint Union High,06,CA,CALIFORNIA,09,12,1,21,02-Secondary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,16.833183389365
0609070,Coachella Valley Unified,06,CA,CALIFORNIA,KG,12,1,41,03-Elementary/secondary school system,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,36.0088643857089
0609330,College Elementary,06,CA,CALIFORNIA,KG,08,1,32,01-Elementary school system only,32,Town: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,15.3186274509804
0600009,Cuyama Joint Unified,06,CA,CALIFORNIA,KG,12,1,43,03-Elementary/secondary school system,43,Rural: Remote,MetroMicro,1,Metropolitan Area,1,Regular School District,34.1911764705882
0610770,Del Norte County Unified,06,CA,CALIFORNIA,KG,12,1,33,03-Elementary/secondary school system,33,Town: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,27.8363832077503
0600039,Delhi Unified,06,CA,CALIFORNIA,KG,12,1,23,03-Elementary/secondary school system,23,Suburb: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,25.9611863786159
0637350,South Bay Union Elementary,06,CA,CALIFORNIA,KG,12,1,33,01-Elementary school system only,33,Town: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,17.0680628272251
0637590,Southern Humboldt Joint Unified,06,CA,CALIFORNIA,KG,12,1,43,03-Elementary/secondary school system,43,Rural: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,22.9842446709917
0637680,Spencer Valley Elementary,06,CA,CALIFORNIA,KG,12,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,17.1428571428571
0638520,Surprise Valley Joint Unified,06,CA,CALIFORNIA,KG,12,1,43,03-Elementary/secondary school system,43,Rural: Remote,MetroMicro,0,No Type Code,1,Regular School District,26.3157894736842
0639000,Templeton Unified,06,CA,CALIFORNIA,KG,12,1,23,03-Elementary/secondary school system,23,Suburb: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,16.8076109936575
0639420,Torrance Unified,06,CA,CALIFORNIA,KG,12,1,12,03-Elementary/secondary school system,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,8.74132261600292
0639870,Tulare City,06,CA,CALIFORNIA,KG,08,1,22,01-Elementary school system only,22,Suburb: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,28.0258203335126
0639930,Tulare Joint Union High,06,CA,CALIFORNIA,09,12,1,22,02-Secondary school system only,22,Suburb: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,27.1562571493937
0640260,Two Rock Union,06,CA,CALIFORNIA,KG,06,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,16.0550458715596
0625830,Morgan Hill Unified,06,CA,CALIFORNIA,KG,12,1,23,03-Elementary/secondary school system,23,Suburb: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,8.72472141972761
0625860,Morongo Unified,06,CA,CALIFORNIA,KG,12,1,32,03-Elementary/secondary school system,32,Town: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,22.334455667789
0626910,New Haven Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,11.5409788379027
0627590,North Monterey County Unified,06,CA,CALIFORNIA,KG,12,1,22,03-Elementary/secondary school system,22,Suburb: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,17.5216899283289
0603030,Northern Humboldt Union High,06,CA,CALIFORNIA,KG,12,1,33,02-Secondary school system only,33,Town: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,14.0923076923077
0627690,Norwalk-La Mirada Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,15.65535913362
0627870,Oak Run Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,21.9512195121951
0628830,Orick Elementary,06,CA,CALIFORNIA,KG,08,1,43,01-Elementary school system only,43,Rural: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,22.2222222222222
0620460,Pacifica,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,4.17577612592916
0620520,Lagunitas Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,9.58333333333333
0609665,Leggett Valley Unified,06,CA,CALIFORNIA,KG,12,1,43,03-Elementary/secondary school system,43,Rural: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,31.858407079646
0621420,Lennox,06,CA,CALIFORNIA,KG,12,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,31.6655243317341
0622110,Livermore Valley Joint Unified,06,CA,CALIFORNIA,KG,12,1,23,03-Elementary/secondary school system,23,Suburb: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,8.29832656153157
0622500,Long Beach Unified,06,CA,CALIFORNIA,KG,12,1,11,03-Elementary/secondary school system,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,25.4476397178513
0622740,Los Banos Unified,06,CA,CALIFORNIA,KG,12,1,32,03-Elementary/secondary school system,32,Town: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,25.5876341338784
0623730,Maple Creek Elementary,06,CA,CALIFORNIA,KG,08,1,43,01-Elementary school system only,43,Rural: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,15.3846153846154
0623820,Maricopa Unified,06,CA,CALIFORNIA,KG,12,1,42,03-Elementary/secondary school system,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,16.6270783847981
0600038,Mattole Unified,06,CA,CALIFORNIA,KG,12,1,43,03-Elementary/secondary school system,43,Rural: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,22.0588235294118
0624540,Menifee Union Elementary,06,CA,CALIFORNIA,KG,12,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,11.4329790881042
0600153,Alhambra Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,22.6259372955563
0602160,Alta Loma Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,8.08123545589169
0629190,Owens Valley Unified,06,CA,CALIFORNIA,KG,12,1,43,03-Elementary/secondary school system,43,Rural: Remote,MetroMicro,0,No Type Code,1,Regular School District,7.69230769230769
0629580,Palmdale Elementary,06,CA,CALIFORNIA,KG,12,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,19.3234410038647
0629640,Palo Verde Unified,06,CA,CALIFORNIA,KG,12,1,33,03-Elementary/secondary school system,33,Town: Remote,MetroMicro,1,Metropolitan Area,1,Regular School District,20.7841568313663
0629700,Palos Verdes Peninsula Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,5.93629819544424
0630390,Pine Ridge Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,4.65116279069767
0630750,Placer Union High,06,CA,CALIFORNIA,09,12,1,21,02-Secondary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,7.9740980573543
0630900,Pleasant Grove Joint Union,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,18.4713375796178
0630930,Pleasant Ridge Union Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,2,Micropolitan Area,1,Regular School District,7.2289156626506
0631620,Princeton Joint Unified,06,CA,CALIFORNIA,KG,12,1,42,03-Elementary/secondary school system,42,Rural: Distant,MetroMicro,0,No Type Code,1,Regular School District,15.1515151515152
0632010,Red Bluff Joint Union High,06,CA,CALIFORNIA,09,12,1,41,02-Secondary school system only,41,Rural: Fringe,MetroMicro,2,Micropolitan Area,1,Regular School District,23.4919077979402
0632250,Reeds Creek Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,2,Micropolitan Area,1,Regular School District,21.0526315789474
0632310,Rescue Union Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,5.84311019093628
0602760,Antelope Elementary,06,CA,CALIFORNIA,KG,08,1,32,01-Elementary school system only,32,Town: Distant,MetroMicro,2,Micropolitan Area,1,Regular School District,17.3913043478261
0605190,Bitterwater-Tully Elementary,06,CA,CALIFORNIA,KG,08,1,43,01-Elementary school system only,43,Rural: Remote,MetroMicro,1,Metropolitan Area,1,Regular School District,45.4545454545455
0616530,Happy Camp Union Elementary,06,CA,CALIFORNIA,KG,08,1,43,01-Elementary school system only,43,Rural: Remote,MetroMicro,0,No Type Code,1,Regular School District,25.974025974026
0616860,Helendale Elementary,06,CA,CALIFORNIA,KG,12,1,31,03-Elementary/secondary school system,31,Town: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,8.65051903114187
0617190,Hillsborough City Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,4.8828125
0617490,Hope Elementary,06,CA,CALIFORNIA,KG,06,1,13,01-Elementary school system only,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,9.46348733233979
0618210,Imperial Unified,06,CA,CALIFORNIA,KG,12,1,22,03-Elementary/secondary school system,22,Suburb: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,13.8004246284501
0618240,Indian Diggings Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,14.2857142857143
0619620,Keyes Union,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,21.3861386138614
0619800,Kingsburg Elementary Charter,06,CA,CALIFORNIA,KG,08,7,31,06-Nonoperating school system,31,Town: Fringe,MetroMicro,1,Metropolitan Area,7,Other Education Agency,18.9891355692017
0619830,Kingsburg Joint Union High,06,CA,CALIFORNIA,09,12,1,31,02-Secondary school system only,31,Town: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,18.1330472103004
0619980,Kneeland Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,2,Micropolitan Area,1,Regular School District,18.1818181818182
0691015,Lassen County Office of Education,06,CA,CALIFORNIA,KG,12,1,33,05-Vocational or special education school system,33,Town: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,
0691035,Santa Clara County Office of Education,06,CA,CALIFORNIA,KG,12,1,11,05-Vocational or special education school system,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,
0691001,Amador County Office of Education,06,CA,CALIFORNIA,KG,12,1,32,05-Vocational or special education school system,32,Town: Distant,MetroMicro,0,No Type Code,1,Regular School District,
0691017,Madera County Superintendent of Schools,06,CA,CALIFORNIA,KG,12,1,23,05-Vocational or special education school system,23,Suburb: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,
0691007,Fresno County Office of Education,06,CA,CALIFORNIA,KG,12,1,11,05-Vocational or special education school system,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,
0691003,Calaveras County Office of Education,06,CA,CALIFORNIA,KG,12,1,42,05-Vocational or special education school system,42,Rural: Distant,MetroMicro,0,No Type Code,1,Regular School District,
0691090,Mariposa County Office of Education,06,CA,CALIFORNIA,KG,12,1,43,05-Vocational or special education school system,43,Rural: Remote,MetroMicro,0,No Type Code,1,Regular School District,
0691033,San Mateo County Office of Education,06,CA,CALIFORNIA,KG,12,1,13,05-Vocational or special education school system,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,
0691019,Mendocino County Office of Education,06,CA,CALIFORNIA,KG,12,1,33,05-Vocational or special education school system,33,Town: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,
0691027,Sacramento County Office of Education,06,CA,CALIFORNIA,KG,12,1,13,05-Vocational or special education school system,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,
0638130,Strathmore Union Elementary,06,CA,CALIFORNIA,KG,08,1,23,01-Elementary school system only,23,Suburb: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,31.3099041533546
0638280,Summerville Union High,06,CA,CALIFORNIA,KG,12,1,41,02-Secondary school system only,41,Rural: Fringe,MetroMicro,2,Micropolitan Area,1,Regular School District,11.5241635687732
0638430,Sunnyside Union Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,39.3881453154876
0638670,Sylvan Union Elementary,06,CA,CALIFORNIA,KG,08,1,12,01-Elementary school system only,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,14.277093893314
0639300,Tipton Elementary,06,CA,CALIFORNIA,KG,08,1,31,01-Elementary school system only,31,Town: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,23.4545454545455
0639840,Trona Joint Unified,06,CA,CALIFORNIA,KG,12,1,43,03-Elementary/secondary school system,43,Rural: Remote,MetroMicro,1,Metropolitan Area,1,Regular School District,26.9461077844311
0640150,Tustin Unified,06,CA,CALIFORNIA,KG,12,1,13,03-Elementary/secondary school system,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,9.68314454246489
0640650,Valle Lindo Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,20.0230149597238
0641190,Vista Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,15.9444102142808
0616560,Happy Valley Elementary,06,CA,CALIFORNIA,KG,06,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,13.3858267716535
0617160,Hickman Community Charter,06,CA,CALIFORNIA,KG,08,7,31,06-Nonoperating school system,31,Town: Fringe,MetroMicro,1,Metropolitan Area,7,Other Education Agency,23.9043824701195
0617620,Hornbrook Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,0,No Type Code,1,Regular School District,19.3548387096774
0684500,Irvine Unified,06,CA,CALIFORNIA,KG,12,1,11,03-Elementary/secondary school system,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,7.01188385674031
0618730,Jamul-Dulzura Union Elementary,06,CA,CALIFORNIA,KG,12,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,10.4501607717042
0618780,Janesville Union Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,2,Micropolitan Area,1,Regular School District,8.83534136546185
0619170,Junction City Elementary,06,CA,CALIFORNIA,KG,08,1,43,01-Elementary school system only,43,Rural: Remote,MetroMicro,0,No Type Code,1,Regular School District,4.76190476190476
0619320,Kelseyville Unified,06,CA,CALIFORNIA,KG,12,1,32,03-Elementary/secondary school system,32,Town: Distant,MetroMicro,2,Micropolitan Area,1,Regular School District,16.5780570323828
0619410,Kenwood,06,CA,CALIFORNIA,KG,06,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,8.82352941176471
0619590,Kernville Union Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,26.5783320342946
0619950,Klamath-Trinity Joint Unified,06,CA,CALIFORNIA,KG,12,1,43,03-Elementary/secondary school system,43,Rural: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,31.4155251141553
0620220,La Honda-Pescadero Unified,06,CA,CALIFORNIA,KG,12,1,42,03-Elementary/secondary school system,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,5.34682080924855
0620250,La Mesa-Spring Valley,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,13.3976741397914
0601328,Petaluma City Elementary/Joint Union High,06,CA,CALIFORNIA,N,N,3,23,†,23,Suburb: Small,MetroMicro,1,Metropolitan Area,3,Supervisory Union,
0691078,Los Angeles County Office of Education,06,CA,CALIFORNIA,KG,12,1,21,05-Vocational or special education school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,
0691037,Shasta County Office of Education,06,CA,CALIFORNIA,KG,12,1,13,05-Vocational or special education school system,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,
0691006,El Dorado County Office of Education,06,CA,CALIFORNIA,KG,12,1,41,05-Vocational or special education school system,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,
0691022,Napa County Office of Education,06,CA,CALIFORNIA,KG,12,1,23,05-Vocational or special education school system,23,Suburb: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,
0691025,Placer County Office of Education,06,CA,CALIFORNIA,KG,12,1,31,05-Vocational or special education school system,31,Town: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,
0691014,Lake County Office of Education,06,CA,CALIFORNIA,KG,12,1,32,05-Vocational or special education school system,32,Town: Distant,MetroMicro,2,Micropolitan Area,1,Regular School District,
0691046,Tuolumne County Superintendent of Schools,06,CA,CALIFORNIA,KG,12,1,32,05-Vocational or special education school system,32,Town: Distant,MetroMicro,2,Micropolitan Area,1,Regular School District,
0691009,Humboldt County Office of Education,06,CA,CALIFORNIA,KG,12,1,33,05-Vocational or special education school system,33,Town: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,
0640320,Union Elementary,06,CA,CALIFORNIA,KG,08,1,11,01-Elementary school system only,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,5.14634930845931
0640680,Vallecito Union,06,CA,CALIFORNIA,KG,08,1,43,01-Elementary school system only,43,Rural: Remote,MetroMicro,0,No Type Code,1,Regular School District,16.2234042553191
0640800,Valley Home Joint Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,16.0142348754448
0616500,Hanford Joint Union High,06,CA,CALIFORNIA,09,12,1,13,02-Secondary school system only,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,21.1092246745897
0600044,Healdsburg Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,9.65220789370848
0617340,Hollister,06,CA,CALIFORNIA,KG,08,1,32,01-Elementary school system only,32,Town: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,14.4942196531792
0617430,Holtville Unified,06,CA,CALIFORNIA,KG,12,1,31,03-Elementary/secondary school system,31,Town: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,21.2814645308925
0617850,Hueneme Elementary,06,CA,CALIFORNIA,KG,08,1,12,01-Elementary school system only,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,22.8571428571429
0619050,Johnstonville Elementary,06,CA,CALIFORNIA,KG,08,1,33,01-Elementary school system only,33,Town: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,21.9251336898396
0619140,Julian Union Elementary,06,CA,CALIFORNIA,KG,12,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,17.037037037037
0619740,Kings River Union Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,35.9190556492411
0620190,La Habra City Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,18.8810255040726
0691008,Glenn County Office of Education,06,CA,CALIFORNIA,KG,12,1,32,05-Vocational or special education school system,32,Town: Distant,MetroMicro,0,No Type Code,1,Regular School District,
0691031,San Joaquin County Office of Education,06,CA,CALIFORNIA,KG,12,1,11,05-Vocational or special education school system,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,
