National Center for Education Statistics,,,,,,,,,,,,
Education Finance Peer Tool,,,,,,,,,,,,
The file contains (980) records based on your search.,,,,,,,,,,,,
NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user.,,,,,,,,,,,,
LEAID,DistrictName,State,SchoolLevel,GradeSpanLow,GradeSpanHigh,ZipCode,TotalCurrentExpendituresPerStudent,InstructionalExpendituresPerStudent,StudentandStaffSupportPerStudent,AdministrationPerStudent,OperationsPerStudent,v33
0691134,Golden Plains Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93660,16317.1619163129,8417.22255912674,1143.72346876895,2560.33959975743,4195.87628865979,1649
0600068,Golden Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93636,11240.6576980568,6377.67812655705,857.498754359741,2000.99651220727,2004.48430493274,2007
0615510,Goleta Union Elementary,CALIFORNIA,01-Elementary school system only,KG,06,93117,16461.3011777902,10752.1031968592,1125.63095905777,2204.71116096467,2378.85586090858,3566
0600046,Gonzales Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93926,14013.0856901646,7862.38919375264,1710.00422119038,2295.90544533558,2144.78682988603,2369
0615600,Gorman Joint,CALIFORNIA,01-Elementary school system only,KG,12,93243,15585.3658536585,6500,487.80487804878,5317.07317073171,3280.48780487805,82
0615690,Grant Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96001,11646.6876971609,7881.70347003155,414.826498422713,1488.95899053628,1861.19873817035,634
0615780,Grass Valley Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95945,12862.8539700167,7641.31038312049,1086.06329816768,1638.53414769572,2496.94614103276,1801
0615810,Gratton Elementary,CALIFORNIA,06-Nonoperating school system,KG,08,95316,0,0,0,0,0,
0615840,Gravenstein Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95472,11545.3350854139,8596.58344283837,402.102496714849,1608.4099868594,938.239159001314,761
0615870,Graves Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93908,11071.4285714286,7952.38095238095,0,2119.04761904762,1000,42
0615990,Green Point Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95525,16526.3157894737,7789.47368421053,157.894736842105,4315.78947368421,4263.15789473684,19
0616050,Greenfield Union,CALIFORNIA,01-Elementary school system only,KG,08,93307,11853.7962769295,7294.81280066932,1299.937251621,1242.73164609914,2016.31457854005,9562
0616080,Greenfield Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93927,13526.2721238938,7830.75221238938,1474.28097345133,1651.27212389381,2569.96681415929,3616
0616110,Grenada Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96038,11960,7120,608.888888888889,1995.55555555556,2235.55555555556,225
0600051,Gridley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95948,12108.9774363898,7564.09025444071,1141.14258281325,1578.9726356217,1824.77196351416,2083
0616230,Grossmont Union High,CALIFORNIA,02-Secondary school system only,09,12,91944,14539.200477327,8526.96897374702,1885.91885441527,1763.36515513126,2362.94749403341,16760
0616260,Guadalupe Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93434,13782.5409197194,8351.51987529228,1584.56742010912,1430.24162120031,2416.21200311769,1283
0616320,Guerneville Elementary,CALIFORNIA,01-Elementary school system only,KG,12,95446,20614.2322097378,11576.7790262172,651.685393258427,3318.35205992509,5067.41573033708,267
0616323,Gustine Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95322,12809.8591549296,7539.54496208017,770.855904658722,2182.01516793066,2317.44312026002,1846
0616325,Hacienda la Puente Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91716,13371.9953583467,7568.98933524894,1714.53832126872,1832.29264518981,2256.17505663922,18097
0616470,Hanford Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93232,12023.0361286046,6804.60722572092,1649.81769970169,1607.88863109049,1960.72257209148,6034
0616500,Hanford Joint Union High,CALIFORNIA,02-Secondary school system only,09,12,93230,12744.358974359,7362.05128205128,1391.02564102564,1924.61538461538,2066.66666666667,3900
0616530,Happy Camp Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96039,15109.0909090909,7072.72727272727,636.363636363636,3900,3500,110
0616560,Happy Valley Elementary,CALIFORNIA,01-Elementary school system only,KG,06,95065,13462.962962963,8185.18518518519,250,4370.37037037037,657.407407407407,108
0616570,Happy Valley Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96007,13391.3894324853,7906.06653620352,669.275929549902,2158.51272015656,2657.53424657534,511
0616620,Harmony Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,95465,19871.4859437751,13160.6425702811,200.803212851406,2835.34136546185,3674.69879518072,249
0616650,Hart-Ransom Union Elementary,CALIFORNIA,03-Elementary/secondary school system,KG,12,95358,9945.43904518329,7073.31628303495,391.304347826087,1428.81500426257,1052.00341005968,1173
0616680,Hawthorne,CALIFORNIA,03-Elementary/secondary school system,KG,12,90250,13250.3716551041,7913.6521308226,1389.49454905847,1541.50148662042,2405.72348860258,8072
0616740,Hayward Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94540,14522.7786428249,8823.39645386509,1934.3010698679,1702.24521573158,2062.83590336029,19909
0600044,Healdsburg Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95448,18117.3611111111,10345.8333333333,1920.83333333333,2843.75,3006.94444444444,1440
0616830,Heber Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92249,13405.0039093041,7601.25097732604,754.495699765442,2293.19781078968,2756.05942142299,1279
0616860,Helendale Elementary,CALIFORNIA,03-Elementary/secondary school system,KG,12,92342,11793.2692307692,7326.92307692308,490.384615384615,2295.19230769231,1680.76923076923,1040
0616920,Hemet Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92545,14842.9965947787,8159.90919409762,1867.7866061294,1787.87741203178,3027.42338251986,22025
0617040,Hermosa Beach City Elementary,CALIFORNIA,01-Elementary school system only,KG,08,90254,10330.8550185874,6897.39776951673,1023.04832713755,1345.7249070632,1064.68401486989,1345
0600014,Hesperia Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92345,12693.6164358433,7933.00009171788,865.449876180868,1892.04806016693,2003.11840777768,21806
0617160,Hickman Community Charter,CALIFORNIA,06-Nonoperating school system,KG,08,95323,0,0,0,0,0,
0617190,Hillsborough City Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94010,22821.0059171598,15928.9940828402,1958.5798816568,2912.72189349112,2020.7100591716,1352
0617220,Hilmar Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95324,12339.6147403685,7714.82412060302,997.068676716918,1567.00167504188,2060.7202680067,2388
0617340,Hollister,CALIFORNIA,01-Elementary school system only,KG,08,95023,12149.4027455874,7434.83686931717,1382.06453913354,1565.16313068283,1767.33820645391,5609
0617430,Holtville Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92250,13842.2053231939,8381.49556400507,1567.80735107731,1824.46134347275,2068.44106463878,1578
0617490,Hope Elementary,CALIFORNIA,01-Elementary school system only,KG,06,93110,12541.0526315789,8230.52631578947,792.631578947368,1906.31578947368,1611.57894736842,950
0617520,Hope Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93257,11311.2033195021,6448.13278008299,107.883817427386,2443.98340248963,2311.20331950207,241
0617580,Horicon Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95412,28231.884057971,15275.3623188406,478.260869565217,6623.1884057971,5855.07246376812,69
0617620,Hornbrook Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96044,23533.3333333333,12177.7777777778,1577.77777777778,3644.44444444444,6133.33333333333,45
0617640,Hot Springs Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93207,17315.7894736842,8157.89473684211,52.6315789473684,4842.1052631579,4263.15789473684,19
0617760,Howell Mountain Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94508,21543.2098765432,10580.2469135802,938.271604938272,5000,5024.69135802469,81
0617850,Hueneme Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93041,12576.731772413,8083.82870314206,1241.17432973432,1404.3430789761,1847.38566056048,8243
0617880,Hughes-Elizabeth Lakes Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93532,10341.8367346939,5938.77551020408,112.244897959184,2285.71428571429,2005.10204081633,196
0600060,Hughson Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95326,11596.2099125364,7567.05539358601,613.216715257532,1774.05247813411,1641.88532555879,2058
0691009,Humboldt County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95501,125507.142857143,45085.7142857143,41628.5714285714,29567.8571428571,9225,280
0618030,Huntington Beach City Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92646,10455.6924001202,7019.5253829979,821.718233703815,1394.11234604986,1220.33643736858,6658
0618060,Huntington Beach Union High,CALIFORNIA,02-Secondary school system only,09,12,92649,12815.8702323542,7893.21726059999,1418.0497275631,1776.78962860901,1727.81361558214,15967
0618120,Hydesville Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95547,10542.5531914894,6771.27659574468,494.68085106383,1691.48936170213,1585.10638297872,188
0618160,Igo Ono Platina Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96099,18697.6744186047,9837.20930232558,255.813953488372,4279.06976744186,4325.58139534884,43
0691010,Imperial County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,92243,93424.4415243101,28113.0091984231,49745.0722733246,13555.8475689882,2010.51248357424,761
0618210,Imperial Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92251,11762.0608899297,7631.61592505855,873.302107728337,1199.06323185012,2058.07962529274,4270
0618240,Indian Diggings Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95684,16833.3333333333,11444.4444444444,166.666666666667,3055.55555555556,2166.66666666667,18
0618270,Indian Springs Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96011,43466.6666666667,21200,533.333333333333,10000,11733.3333333333,15
0618390,Inglewood Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90301,14601.2564249001,8077.21302113078,2182.63849229012,1967.67561393489,2373.72929754426,8755
0691011,Inyo County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,93526,0,0,0,0,0,
0684500,Irvine Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92604,11450.9931710634,7033.80465274433,1741.01045592361,1081.86223116375,1594.31583123176,35291
0618510,Island Union Elementary,CALIFORNIA,06-Nonoperating school system,KG,08,93245,0,0,0,0,0,
0618660,Jacoby Creek Elementary,CALIFORNIA,06-Nonoperating school system,KG,08,95524,0,0,0,0,0,
0618690,Jamestown Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95327,12320.3125,7419.27083333333,361.979166666667,1986.97916666667,2552.08333333333,384
0618730,Jamul-Dulzura Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,91935,11824,6180,1196,2500,1948,750
0618780,Janesville Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96114,10013.6239782016,6743.86920980926,130.790190735695,1523.16076294278,1615.8038147139,367
0618810,Jefferson Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95043,25625,17000,250,5375,3000,8
0618840,Jefferson Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95377,10388.8888888889,7001.27226463104,502.968617472434,1481.3401187447,1403.30788804071,2358
0618870,Jefferson Elementary,CALIFORNIA,01-Elementary school system only,KG,12,94015,13202.1383227531,8247.57768125627,1550.45105245573,1776.97961911126,1627.12996992984,5986
0618930,Jefferson Union High,CALIFORNIA,02-Secondary school system only,09,12,94015,13760.6519208382,7770.43073341094,1667.28754365541,1769.03376018626,2553.89988358556,4295
0618990,John Swett Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94572,12782.4878387769,7892.28630993746,734.53787352328,2105.62890896456,2050.03474635163,1439
0619050,Johnstonville Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96130,10380.9523809524,5820.10582010582,195.767195767196,2158.73015873016,2206.34920634921,189
0619140,Julian Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,92036,18521.2765957447,11177.304964539,223.404255319149,3641.84397163121,3478.72340425532,282
0619110,Julian Union High,CALIFORNIA,02-Secondary school system only,09,12,92036,27981.1320754717,14905.6603773585,1952.83018867925,5301.88679245283,5820.75471698113,106
0619170,Junction City Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96048,17317.4603174603,8634.92063492063,777.777777777778,4555.55555555556,3349.20634920635,63
0619200,Junction Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96073,12072.8476821192,7516.55629139073,417.218543046358,2543.04635761589,1596.02649006623,302
0619230,Junction Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95568,22307.6923076923,12153.8461538462,961.538461538462,5307.69230769231,3884.61538461538,26
0619260,Jurupa Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92509,12872.9838709677,8351.2200165426,1275.5376344086,1188.06865177833,2058.15756823821,19344
0632340,Kashia Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95480,22866.6666666667,10666.6666666667,0,9933.33333333333,2266.66666666667,15
0619320,Kelseyville Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95451,14407.6246334311,7563.04985337243,1361.29032258065,2358.94428152493,3124.34017595308,1705
0619380,Kentfield Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94904,15934.9593495935,11586.1788617886,1011.38211382114,2380.48780487805,956.910569105691,1230
0619410,Kenwood,CALIFORNIA,01-Elementary school system only,KG,06,95452,21413.0434782609,12144.9275362319,1521.73913043478,5630.4347826087,2115.94202898551,138
0619440,Keppel Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,93553,13163.4980988593,7771.10266159696,985.171102661597,1563.8783269962,2843.34600760456,2630
0619490,Kerman Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93630,11744.3911792905,6992.138063279,985.6184084372,1488.97411313519,2277.66059443912,5215
0691012,Kern County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,93301,71848.8835725678,21243.2216905901,15744.019138756,23291.8660287081,11569.7767145136,2508
0619540,Kern High,CALIFORNIA,02-Secondary school system only,09,12,93309,14008.2548339117,7286.63857213684,2084.08527516113,1765.61725334655,2871.91373326723,40340
0619590,Kernville Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93240,14254.6652030735,7907.79363336992,1949.50603732162,1919.8682766191,2477.4972557629,911
0619620,Keyes Union,CALIFORNIA,03-Elementary/secondary school system,KG,12,95328,13197.2850678733,8977.37556561086,964.705882352941,1871.49321266968,1383.71040723982,1105
0619680,King City Union,CALIFORNIA,01-Elementary school system only,KG,08,93930,12083.2716506292,7410.0666173205,1266.46928201332,1695.41080680977,1711.32494448557,2702
0619700,Kings Canyon Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93654,13272.9853015712,7430.20780537253,1506.23416117587,1774.15103902686,2562.39229599595,9865
0691013,Kings County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,93230,86344.5378151261,22296.918767507,40196.0784313726,19817.9271708683,4033.61344537815,357
0619740,Kings River Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93631,13837.8378378378,8274.77477477477,1011.26126126126,1824.32432432432,2727.47747747748,444
0619770,Kings River-Hardwick Union Elementary,CALIFORNIA,06-Nonoperating school system,KG,08,93230,0,0,0,0,0,
0619800,Kingsburg Elementary Charter,CALIFORNIA,06-Nonoperating school system,KG,08,93631,0,0,0,0,0,
0619830,Kingsburg Joint Union High,CALIFORNIA,02-Secondary school system only,09,12,93631,12350.471293916,7925.4498714653,878.320479862896,1773.77892030848,1772.92202227935,1167
0619860,Kirkwood Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96021,12041.6666666667,7093.75,364.583333333333,2822.91666666667,1760.41666666667,96
0619890,Kit Carson Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,93230,12293.2330827068,7208.02005012531,852.130325814536,1814.53634085213,2418.54636591479,399
0619920,Klamath River Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96050,20750,8166.66666666667,1000,4833.33333333333,6750,12
0619950,Klamath-Trinity Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95546,20560.3532875368,10810.598626104,2064.76938174681,3932.28655544652,3752.69872423945,1019
0619980,Kneeland Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95549,30307.6923076923,15615.3846153846,76.9230769230769,8230.76923076923,6384.61538461538,13
0620010,Knights Ferry Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95361,9516.33986928105,5973.85620915033,274.509803921569,2392.1568627451,875.816993464052,153
0620040,Knightsen Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94548,10386.0759493671,6813.29113924051,452.53164556962,1561.70886075949,1558.54430379747,632
0620070,Konocti Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95457,13008.3916083916,7251.74825174825,1683.35664335664,1502.93706293706,2570.34965034965,3575
0620130,La Canada Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91011,12009.915356711,7386.9407496977,1100.36275695284,1850.3022974607,1672.30955259976,4135
0620190,La Habra City Elementary,CALIFORNIA,01-Elementary school system only,KG,08,90633,13454.6821305842,8370.91924398625,1581.40034364261,1475.73024054983,2026.6323024055,4656
0620220,La Honda-Pescadero Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94060,22367.0886075949,11892.4050632911,1958.86075949367,4427.21518987342,4088.60759493671,316
0620250,La Mesa-Spring Valley,CALIFORNIA,01-Elementary school system only,KG,08,91942,12471.9676327306,7348.60870283214,1430.02229378251,1335.31500288993,2358.02163322599,12111
0620310,Lafayette Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94549,12170.8612975391,8867.44966442953,907.997762863535,1338.36689038031,1057.04697986577,3576
0620370,Laguna Beach Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92651,20918.9094722125,12975.882558546,2428.17196784341,2874.16987067459,2640.68507514855,2861
0620430,Laguna Joint Elementary,CALIFORNIA,01-Elementary school system only,KG,06,94952,21857.1428571429,16642.8571428571,71.4285714285714,2928.57142857143,2214.28571428571,14
0620490,Lagunita Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93907,10287.1287128713,6247.52475247525,396.039603960396,3168.31683168317,475.247524752475,101
0620520,Lagunitas Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94963,18199.1341991342,9861.47186147186,943.722943722944,4606.06060606061,2787.87878787879,231
0691014,Lake County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95453,0,0,0,0,0,
0620610,Lake Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95963,9762.16216216216,5751.35135135135,48.6486486486486,2205.40540540541,1756.75675675676,185
0600027,Lake Elsinore Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92530,13176.2520573713,8346.34375734775,1033.01199153539,1454.26757582883,2342.6287326593,21265
0620640,Lake Tahoe Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,96150,13165.0309917355,8341.68388429752,956.611570247934,1698.34710743802,2168.38842975207,3872
0620670,Lakeport Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95453,13271.0597826087,7610.05434782609,1061.14130434783,2425.27173913044,2174.59239130435,1472
0620700,Lakeside Joint,CALIFORNIA,01-Elementary school system only,KG,05,95033,31422.5352112676,17929.5774647887,3211.2676056338,6943.66197183099,3338.02816901408,71
0620730,Lakeside Union,CALIFORNIA,01-Elementary school system only,KG,08,93311,10364.3521832498,6329.27702219041,528.990694345025,1575.51896921976,1930.56549749463,1397
0620760,Lakeside Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93230,12585.1393188854,6337.4613003096,1275.54179566563,2182.66253869969,2789.47368421053,323
0620790,Lakeside Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,92040,12254.8381262434,8048.8334237656,803.21938867788,1797.43172363899,1605.35359016097,5529
0620850,Lamont Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93241,13702.282500827,8202.11710221634,1504.13496526629,1668.21038703275,2327.82004631161,3023
0620880,Lancaster Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93534,12464.8307190006,7666.33543899496,1037.05018099226,1618.07083540351,2143.37426360991,14089
0620910,Larkspur-Corte Madera,CALIFORNIA,01-Elementary school system only,KG,08,94939,14398.447606727,9542.69081500647,946.959896507115,2270.37516170763,1638.42173350582,1546
0622380,Las Lomitas Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94025,23590.1116427432,15614.8325358852,1982.45614035088,3229.66507177034,2763.15789473684,1254
0621000,Las Virgenes Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91302,11420.0933740348,7511.67175435446,972.257137726701,1560.33399173999,1375.83049021368,11138
0691015,Lassen County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,96130,0,0,0,0,0,
0621060,Lassen Union High,CALIFORNIA,02-Secondary school system only,09,12,96130,12815.7560355781,6937.73824650572,1073.69758576874,1842.43964421855,2961.88055908513,787
0621090,Lassen View Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96055,10597.1428571429,6728.57142857143,268.571428571429,1448.57142857143,2151.42857142857,350
0621150,Laton Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93242,15518.4638109306,8512.55539143279,1979.32053175775,2132.93943870015,2893.64844903988,677
0621180,Latrobe,CALIFORNIA,01-Elementary school system only,KG,08,95682,15648.275862069,8682.75862068966,441.379310344828,4041.37931034483,2482.75862068966,145
0621210,Lawndale Elementary,CALIFORNIA,01-Elementary school system only,KG,12,90260,16218.1062181062,9740.31374031374,2780.75978075978,1860.70686070686,1836.32583632584,5291
0642580,Laytonville Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95454,17116.6666666667,9352.77777777778,2255.55555555556,2736.11111111111,2772.22222222222,360
0621240,Le Grand Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95333,15404.3126684636,8641.50943396226,929.919137466307,2754.71698113208,3078.16711590297,371
0621270,Le Grand Union High,CALIFORNIA,02-Secondary school system only,09,12,95333,15547.9452054795,8816.0469667319,729.941291585127,3031.31115459883,2970.6457925636,511
0609665,Leggett Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95585,22062.5,13023.4375,31.25,4125,4882.8125,128
0621330,Lemon Grove,CALIFORNIA,01-Elementary school system only,KG,08,91945,13471.4405126776,8901.64391195319,991.083867372527,1735.58094176651,1843.1317915854,3589
0621360,Lemoore Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93245,11566.2031438936,6858.22249093108,1376.96493349456,1472.18863361548,1858.82708585248,3308
0621400,Lemoore Union High,CALIFORNIA,02-Secondary school system only,09,12,93245,12517.8082191781,6905.47945205479,1137.899543379,1942.00913242009,2532.4200913242,2190
0621420,Lennox,CALIFORNIA,01-Elementary school system only,KG,12,90304,14978.2241411676,9206.30749014455,1679.74469682748,1969.96433264502,2122.20762155059,5327
0621480,Lewiston Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96052,18593.2203389831,9372.8813559322,305.084745762712,2983.05084745763,5932.20338983051,59
0621540,Liberty Elementary,CALIFORNIA,01-Elementary school system only,KG,12,94952,14627.358490566,9693.39622641509,320.754716981132,2754.71698113208,1858.49056603774,212
0621570,Liberty Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93274,8031.57894736842,5569.92481203008,132.330827067669,1321.8045112782,1007.51879699248,665
0621600,Liberty Union High,CALIFORNIA,02-Secondary school system only,09,12,94513,12112.6201923077,7389.54326923077,1118.02884615385,1550.36057692308,2054.6875,8320
0621660,Lincoln Elementary,CALIFORNIA,01-Elementary school system only,KG,06,94952,85750,64000,250,15250,6250,4
0621690,Lincoln Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95207,11859.9700470689,7455.17757809157,1124.62558836115,1405.54129225503,1874.62558836115,9348
0621810,Linden Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95236,12258.8438308887,7149.26660914582,1070.31924072476,1665.66005176877,2373.59792924935,2318
0621870,Lindsay Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93247,17926.7168163067,10983.9844697889,2725.06673137588,1759.52438728464,2458.14122785732,4121
0621900,Linns Valley-Poso Flat Union,CALIFORNIA,01-Elementary school system only,KG,08,93226,30526.3157894737,18526.3157894737,0,4263.15789473684,7736.84210526316,19
0621930,Little Lake City Elementary,CALIFORNIA,01-Elementary school system only,KG,08,90670,12723.3065442021,8365.09758897819,1102.41102181401,1509.98851894374,1745.80941446613,4355
0621960,Little Shasta Elementary,CALIFORNIA,01-Elementary school system only,KG,06,96064,18190.4761904762,10619.0476190476,190.47619047619,4571.42857142857,2809.52380952381,21
0621990,Live Oak Elementary,CALIFORNIA,03-Elementary/secondary school system,KG,12,95062,13933.4349593496,7925.81300813008,1418.19105691057,2773.88211382114,1815.5487804878,1968
0622050,Live Oak Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95953,12517.7228786251,7541.89044038668,1105.80021482277,1746.50912996778,2123.52309344791,1862
0622110,Livermore Valley Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94551,12372.8344737225,7565.51171931868,1697.33585674771,1437.3271218518,1672.65977580434,13738
0622170,Livingston Union,CALIFORNIA,01-Elementary school system only,KG,08,95334,13070.6168831169,7814.93506493507,1302.3538961039,1687.5,2265.82792207792,2464
0622230,Lodi Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95240,12897.5847413704,8115.61452610483,1349.53871669949,1479.4582080785,1952.97329048754,28941
0622320,Loleta Union Elementary,CALIFORNIA,†,KG,08,95551,15357.7235772358,8512.19512195122,544.715447154472,3097.56097560976,3203.25203252033,123
0622350,Loma Prieta Joint Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95033,15225.3521126761,8732.39436619718,1183.0985915493,2788.7323943662,2521.12676056338,497
0622410,Lompoc Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93438,12456.056513609,7576.35570330355,1352.69062954498,1616.66320382298,1910.34697693746,9626
0622440,Lone Pine Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93545,17441.5584415584,9542.20779220779,548.701298701299,3288.96103896104,4061.68831168831,308
0622500,Long Beach Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90810,13174.566394735,8438.65085349969,1383.13566874614,1274.91602111469,2077.86385137451,72935
0622560,Loomis Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,95650,9833.390587427,6248.71178289248,867.055994503607,1298.17931982137,1419.44349020955,2911
0622590,Los Alamitos Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90720,11866.2898252826,8001.84994861254,907.091469681398,1451.79856115108,1505.54984583762,9730
0622650,Los Altos Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94024,15626.0009420631,9912.15261422515,1736.45784267546,1900.61234102685,2076.77814413566,4246
0691078,Los Angeles County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,90242,116190.519187359,30575.1693002257,31259.1422121896,40527.7652370203,13828.4424379233,2215
0622710,Los Angeles Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90017,15793.1409072094,9274.01843494765,2157.87826473231,1752.86670503074,2608.37750249871,495255
0622740,Los Banos Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93635,11989.9774266366,7133.09255079007,1081.35440180587,1593.31828442438,2182.21218961625,11075
0622830,Los Gatos Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95032,14289.0211640212,9609.45767195767,1102.84391534392,1861.4417989418,1715.27777777778,3024
0622800,Los Gatos-Saratoga Joint Union High,CALIFORNIA,02-Secondary school system only,09,12,95030,17307.1022727273,10656.25,2044.88636363636,2290.90909090909,2315.05681818182,3520
