National Center for Education Statistics,,,,,,,,,,,,
Education Finance Peer Tool,,,,,,,,,,,,
The file contains (980) records based on your search.,,,,,,,,,,,,
NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user.,,,,,,,,,,,,
LEAID,DistrictName,State,SchoolLevel,GradeSpanLow,GradeSpanHigh,ZipCode,TotalCurrentExpendituresPerStudent,InstructionalExpendituresPerStudent,StudentandStaffSupportPerStudent,AdministrationPerStudent,OperationsPerStudent,v33
0606390,Panama-Buena Vista Union,CALIFORNIA,01-Elementary school system only,KG,08,93313,11863.9707856721,7493.85102840879,1420.27818054884,1193.43751678213,1756.40405993233,18621
0629770,Panoche Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95043,63666.6666666667,36333.3333333333,666.666666666667,11333.3333333333,15333.3333333333,3
0629790,Paradise Elementary,CALIFORNIA,06-Nonoperating school system,KG,08,95358,0,0,0,0,0,
0629820,Paradise Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95969,12088.7452248016,7970.32030561269,774.904496032912,1501.91007934176,1841.61034381428,3403
0629850,Paramount Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90723,13948.7731092437,8126.85714285714,1864.26890756303,1587.83193277311,2369.81512605042,14875
0629910,Parlier Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93648,14178.9109766638,7251.80063382311,2193.60414866033,1821.37712474791,2912.12906943244,3471
0629940,Pasadena Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91101,14189.6572827417,8037.576499388,2270.44063647491,1719.27784577723,2162.36230110159,16340
0600048,Paso Robles Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93447,12351.5488018703,7956.75043834015,1394.94447691409,1376.09585037989,1623.75803623612,6844
0630030,Patterson Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95363,13614.2833635017,8197.63040974165,1359.05874609182,1998.51900608853,2059.07520157973,6077
0630090,Peninsula Union,CALIFORNIA,01-Elementary school system only,KG,08,95564,20228.5714285714,8285.71428571429,485.714285714286,6000,5457.14285714286,35
0630180,Perris Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92570,13221.3595583161,8123.53347135956,1298.99930986888,1785.54175293306,2013.28502415459,5796
0630210,Perris Union High,CALIFORNIA,03-Elementary/secondary school system,05,12,92570,13111.8149270174,7852.29046176444,1493.80335995594,1702.74488203433,2062.97622326265,10893
0601328,Petaluma City Elementary/Joint Union High,CALIFORNIA,†,N,N,94952,12215.9936238045,7668.17215727949,1336.87566418704,1346.174282678,1864.77151965994,7528
0630330,Piedmont City Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94611,17680.2773497689,11271.186440678,1728.04314329738,2825.88597842835,1855.16178736518,2596
0630360,Pierce Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95912,11146.7207572684,6824.88167680865,456.389452332657,1860.71670047329,2004.73292765382,1479
0630390,Pine Ridge Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93602,25873.786407767,12135.9223300971,766.990291262136,5009.70873786408,7961.16504854369,103
0630450,Piner-Olivet Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,95403,15121.6981132075,9860.37735849057,1086.79245283019,2143.39622641509,2031.1320754717,1060
0630480,Pioneer Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95684,12264.8083623693,6540.06968641115,567.94425087108,2212.54355400697,2944.25087108014,287
0630510,Pioneer Union Elementary,CALIFORNIA,06-Nonoperating school system,KG,08,93230,0,0,0,0,0,
0630520,Pioneer Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95916,13971.8309859155,7098.59154929577,70.4225352112676,2633.80281690141,4169.01408450704,71
0630600,Pittsburg Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94565,13431.2913177611,8018.42221242838,1776.2891141472,1625.29748788012,2011.28250330542,11345
0630630,Pixley Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93256,15739.9411187439,9160.94210009813,1894.01373895976,1731.10893032385,2953.87634936212,1019
0630660,Placentia-Yorba Linda Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92870,11385.4849472073,7297.64100953801,1257.17313655454,1124.26894846332,1706.40185265141,25477
0691025,Placer County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95603,102267.898383372,37836.0277136259,36256.351039261,22251.7321016166,5923.78752886836,433
0630720,Placer Hills Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95722,10567.4603174603,6261.90476190476,783.068783068783,1588.62433862434,1933.86243386243,756
0630750,Placer Union High,CALIFORNIA,02-Secondary school system only,09,12,95603,12944.3056943057,7177.82217782218,1452.54745254745,2028.47152847153,2285.46453546454,4004
0630780,Placerville Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95667,10953.2208588957,6421.01226993865,769.938650306749,1864.26380368098,1898.00613496933,1304
0630810,Plainsburg Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95341,11045.4545454545,6554.54545454546,590.909090909091,1590.90909090909,2309.09090909091,110
0630840,Planada Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95365,14174.0696278511,7917.1668667467,1507.8031212485,2397.35894357743,2351.74069627851,833
0630870,Plaza Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95963,8729.46859903382,5855.07246376812,19.3236714975845,1478.26086956522,1376.8115942029,207
0630900,Pleasant Grove Joint Union,CALIFORNIA,01-Elementary school system only,KG,08,95668,10730.7692307692,5818.68131868132,752.747252747253,2263.73626373626,1895.6043956044,182
0630930,Pleasant Ridge Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95949,11060.9756097561,7067.07317073171,623.693379790941,1735.19163763066,1635.01742160279,1148
0630990,Pleasant Valley,CALIFORNIA,01-Elementary school system only,KG,08,93010,10728.5305343511,6985.52798982188,1171.2786259542,1242.6844783715,1329.03944020356,6288
0631020,Pleasant Valley Joint Union Elementary,CALIFORNIA,01-Elementary school system only,KG,06,93451,19074.0740740741,11222.2222222222,1888.88888888889,4074.07407407407,1888.88888888889,54
0631050,Pleasant View Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93257,14269.6390658174,9118.89596602972,730.36093418259,2176.22080679406,2244.16135881104,471
0600020,Pleasanton Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94566,12065.0954733609,7924.28895713713,1247.22926959541,1351.78261450127,1541.79463212712,14978
0691102,Plumas County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95971,0,0,0,0,0,
0631180,Plumas Lake Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95961,10599.395313681,6263.03854875283,871.504157218443,1690.85411942555,1773.9984882842,1323
0631170,Plumas Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95971,15510.7874865156,7585.22114347357,1508.09061488673,2761.05717367853,3656.41855447681,1854
0631290,Pollock Pines Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95726,12521.8702865762,7265.46003016591,627.450980392157,2006.03318250377,2622.92609351433,663
0631320,Pomona Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91769,15089.2387319388,8862.0228596075,2282.12206167781,1622.55768816045,2322.53612249299,23185
0631350,Pond Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93280,15015.0753768844,8924.62311557789,15.0753768844221,2738.69346733668,3336.68341708543,199
0631380,Pope Valley Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94567,32340,16760,980,7680,6920,50
0600064,Porterville Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93257,13584.1605068638,7917.56423794439,2010.06687785991,1210.63005983809,2445.8993312214,14205
0631470,Portola Valley Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94028,27751.3043478261,16427.8260869565,3497.39130434783,4852.17391304348,2973.91304347826,575
0631400,Potter Valley Community Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95469,17007.5757575758,9795.45454545455,568.181818181818,3147.72727272727,3496.21212121212,264
0631530,Poway Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92128,12265.9533607682,7529.98628257888,1198.95747599451,1275.44581618656,2261.56378600823,36450
0631620,Princeton Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95970,17142.8571428571,7642.85714285714,671.428571428571,4214.28571428571,4614.28571428571,140
0631680,Raisin City Elementary,CALIFORNIA,06-Nonoperating school system,KG,12,93652,0,0,0,0,0,
0631710,Ramona City Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92065,11308.8450292398,6593.93274853801,1115.6798245614,1765.53362573099,1833.69883040936,5472
0631740,Rancho Santa Fe Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92067,22024.9584026622,14956.7387687188,782.029950083195,4923.4608985025,1362.72878535774,601
0631830,Ravendale-Termo Elementary,CALIFORNIA,01-Elementary school system only,KG,12,96130,31777.7777777778,10888.8888888889,0,10444.4444444444,10444.4444444444,9
0631860,Ravenswood City Elementary,CALIFORNIA,01-Elementary school system only,KG,12,94303,18622.3337515684,10854.8724383103,1132.16227519866,3528.23086574655,3107.06817231284,2391
0631920,Raymond-Knowles Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93653,14395.0617283951,5493.82716049383,1592.59259259259,4296.2962962963,3012.34567901235,81
0632010,Red Bluff Joint Union High,CALIFORNIA,02-Secondary school system only,09,12,96080,14140.5964698722,8275.7151552039,1526.47595861229,1740.71819841753,2597.68715763847,1643
0631980,Red Bluff Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96080,12454.5009784736,7711.35029354207,862.52446183953,1993.15068493151,1887.47553816047,2044
0632040,Redding Elementary,CALIFORNIA,03-Elementary/secondary school system,KG,12,96099,12852.7549081697,8246.04179860671,686.193793540215,1955.66814439519,1964.85117162761,3158
0632070,Redlands Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92373,11918.9986674281,7162.6213592233,1556.63430420712,1487.57852655625,1712.16447744146,21012
0600032,Redondo Beach Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90278,11080.6692560502,7432.7258241211,905.88586794144,1490.28981177174,1251.76775221591,10041
0632130,Redwood City Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94063,14231.7916002127,8566.98564593301,1689.39393939394,1856.3264221159,2119.0855927698,7524
0632160,Reed Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94920,17357.0381231672,11214.0762463343,1942.08211143695,2086.51026392962,2114.36950146628,1364
0632250,Reeds Creek Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96080,10046.511627907,5534.88372093023,139.53488372093,2302.32558139535,2069.76744186047,172
0632270,Reef-Sunset Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93204,13896.1524094135,6724.31826671647,2084.42286141203,2168.84572282406,2918.56555846096,2677
0632310,Rescue Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95672,10836.1784140969,6912.72026431718,961.729074889868,1369.49339207048,1592.23568281938,3632
0632370,Rialto Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92376,14090.1619723929,7883.02880395755,2134.36527567223,1738.13133328014,2334.63655948296,25066
0632400,Richfield Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96021,10484.126984127,6515.87301587302,444.444444444444,1813.49206349206,1710.31746031746,252
0632430,Richgrove Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93261,17168.0814940577,9847.1986417657,2558.57385398981,1837.01188455008,2925.29711375212,589
0621450,Richland Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93263,15082.252559727,8750.85324232082,1771.33105802048,1559.38566552901,3000.68259385666,2930
0632520,Richmond Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96130,9358.40707964602,4898.23008849557,438.053097345133,1721.2389380531,2300.88495575221,226
0632610,Rim of the World Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92352,11977.1322620519,6952.41038318912,1358.15822002472,1391.53275648949,2275.03090234858,3236
0632640,Rincon Valley Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95405,13944.6628364076,8510.73480495918,1946.47716964016,1671.6056849108,1815.84517689749,3307
0632710,Rio Bravo-Greeley Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93314,10043.3979686057,5659.27977839335,568.790397045245,1725.76177285319,2089.56602031394,1083
0632730,Rio Dell Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95562,12889.2508143322,8605.86319218241,882.736156351792,1723.12703583062,1677.52442996743,307
0632760,Rio Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93036,12410.2318451811,7767.96321134317,1022.8013029316,1588.42690170531,2031.040429201,5219
0632880,Ripon Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95366,10146.8788249694,6373.01101591187,829.559363525092,1562.423500612,1381.88494492044,3268
0633110,River Delta Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94571,13087.7823408624,7477.92607802875,1319.81519507187,1627.31006160164,2662.73100616016,1948
0600061,Riverbank Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95367,14466.5119363395,9203.58090185676,1549.40318302387,1688.66047745358,2024.86737400531,3016
0600040,Riverdale Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93656,14575.8157389635,8569.41778630838,1216.25079974408,1674.34420985285,3115.80294305822,1563
0691026,Riverside County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,92502,0,0,0,0,0,
0633150,Riverside Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92516,13303.2327797976,8408.98594870787,1367.1268546723,1442.71396285742,2084.40601355999,40708
0633210,Roberts Ferry Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95386,13068.3229813665,8652.17391304348,248.447204968944,2000,2167.70186335404,161
0633240,Robla Elementary,CALIFORNIA,01-Elementary school system only,KG,12,95838,15105.031753786,8873.47337567171,839.276990718124,2503.17537860283,2889.10600879336,2047
0633270,Rockford Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93257,11640.1179941003,7805.30973451327,17.6991150442478,1693.21533923304,2123.89380530973,339
0600013,Rocklin Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95677,11359.5746434754,7545.04987222818,1086.4726733163,1399.719726321,1328.33237160993,12131
0633390,Romoland Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92548,11805.1344743276,7383.37408312958,1324.20537897311,1422.49388753056,1675.06112469438,4090
0633480,Rosedale Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93312,10852.3374159048,6186.64826634466,976.022080386407,1325.34069346214,2364.32637571158,5797
0633510,Roseland,CALIFORNIA,01-Elementary school system only,KG,12,95407,24305.9490084986,15174.9291784703,1652.26628895184,3868.27195467422,3610.48158640227,1412
0633570,Rosemead Elementary,CALIFORNIA,01-Elementary school system only,KG,08,91770,14367.2456575682,9231.18279569893,1042.18362282878,2026.05459057072,2067.82464846981,2418
0633600,Roseville City Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95678,11431.1530324401,7348.99506346968,797.073342736248,1131.43511988717,2153.64950634697,11344
0633630,Roseville Joint Union High,CALIFORNIA,02-Secondary school system only,09,12,95661,12476.1350407451,7287.1556072953,1774.73806752037,1542.68529297633,1871.55607295305,10308
0633660,Ross Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94957,21906.0913705584,12670.0507614213,2682.74111675127,4205.58375634518,2347.71573604061,394
0600006,Ross Valley Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94960,13256.446991404,8440.78319006686,1110.31518624642,2005.73065902579,1699.61795606495,2094
0633690,Round Valley Joint Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93514,12306.5693430657,7255.47445255474,635.036496350365,2021.89781021898,2394.16058394161,137
0633720,Round Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95428,21256.7237163814,12070.9046454768,1354.52322738386,3789.73105134474,4041.56479217604,409
0633750,Rowland Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91748,13586.308400634,8213.07268473092,1606.46086497094,1693.10891388029,2073.66593705185,13249
0633840,Sacramento City Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95824,14667.1999247165,9083.70582976521,1836.42309321037,1592.66927022067,2154.40173152026,42506
0691027,Sacramento County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95826,95020.316027088,31732.5056433409,37039.5033860045,18548.532731377,7699.77426636569,886
0633860,Saddleback Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92691,11796.6500915991,8231.61476053389,1072.75582308296,1170.03776124425,1322.24174673795,26747
0637830,Saint Helena Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94574,28073.4017363852,17425.4143646409,2820.04735595896,4200.47355958958,3627.46645619574,1267
0633900,Salida Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95368,12998.7598181067,8092.60024803638,1158.32988838363,1575.03100454733,2172.79867713931,2419
0633930,Salinas City Elementary,CALIFORNIA,01-Elementary school system only,KG,06,93901,12690.1829899873,8217.86166417309,867.188399125331,1606.28380711244,1998.84911957648,8689
0633980,Salinas Union High,CALIFORNIA,02-Secondary school system only,07,12,93901,12952.7753192565,7428.18308256417,2347.19939309647,1329.94057402959,1847.45226956632,15818
0634050,San Antonio Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93932,17091.6666666667,8575,1216.66666666667,4975,2325,120
0634080,San Ardo Union Elementary,CALIFORNIA,06-Nonoperating school system,KG,08,93450,0,0,0,0,0,
0691028,San Benito County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95023,0,0,0,0,0,
0634140,San Benito High,CALIFORNIA,02-Secondary school system only,09,12,95023,12664.4144144144,6908.30115830116,1634.49163449163,2115.83011583012,2005.79150579151,3108
0634170,San Bernardino City Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92410,15714.1516171819,9294.74543413937,2130.82338536884,1860.15712682379,2428.42567084991,49005
0691029,San Bernardino County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,92415,135726.020659124,52121.9872110182,50882.9316281358,24776.1928184948,7944.90900147565,2033
0634230,San Bruno Park Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94066,12991.6167664671,7911.37724550898,1579.64071856287,1820.35928143713,1680.23952095808,2505
0634290,San Carlos Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94070,14466.0130718954,8413.39869281046,1689.86928104575,1843.46405228758,2519.28104575163,3060
0691030,San Diego County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,92111,163604.332129964,39488.8086642599,79649.0974729242,35344.40433213,9122.02166064982,1385
0634320,San Diego Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92103,14457.264957265,8952.67166695738,1893.56939356939,1412.83407950075,2198.18981723744,103194
0634380,San Dieguito Union High,CALIFORNIA,02-Secondary school system only,07,12,92024,11865.0213284583,7389.16819012797,1296.16087751371,1452.01096892139,1727.68129189519,13128
0691111,San Francisco County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,94102,406386.440677966,156827.118644068,142203.389830508,8874.57627118644,98481.3559322034,295
0634410,San Francisco Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94102,17228.1991694922,9629.39540553926,3718.37022362757,1876.3190978704,2004.11444245495,52498
0634425,San Gabriel Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91776,13559.3186372745,8382.56513026052,1659.91983967936,1662.3246492986,1854.50901803607,4990
0634440,San Jacinto Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92583,13376.9245953415,8164.42953020134,1263.62021318595,2047.76944334781,1901.1054086064,10132
0691031,San Joaquin County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95213,37438.959788105,16447.3874307729,9536.23886347219,5360.46231639778,6094.87117746208,4153
0634590,San Jose Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95126,12413.9506753578,7178.91942745783,1735.06484779249,1643.16914185875,1856.79725824877,29762
0634620,San Juan Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95609,13147.9604573369,7992.96020769884,1811.99760347496,1563.88237056268,1779.12027560038,40058
0634680,San Leandro Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94577,12979.0499663903,8449.13735155725,1208.60407797446,1493.72619314363,1827.58234371499,8926
0634710,San Lorenzo Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94580,13747.6717968827,8105.57788452113,1653.17125771983,1723.45848446231,2265.46417017939,10201
0634740,San Lorenzo Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95005,11012.2090805036,5990.84318962228,1281.95345288058,1957.26821823731,1782.14421976345,2621
0634770,San Lucas Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93954,15356.1643835616,7767.12328767123,575.342465753425,3630.13698630137,3383.56164383562,73
0634800,San Luis Coastal Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93401,13356.2001829348,7725.98980791846,1660.39461649027,1855.08950738273,2114.72625114334,7653
0691032,San Luis Obispo County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,93405,74448,24869.3333333333,23813.3333333333,19106.6666666667,6658.66666666667,375
0634880,San Marcos Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92069,11775.3129909078,7879.23073261294,1042.84286190318,1199.07649831009,1654.16289808159,21007
0634860,San Marino Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91108,14405.7971014493,8674.7556454331,1314.12200876306,2426.35658914729,1990.56285810583,2967
0691033,San Mateo County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,94065,322412.556053812,124771.30044843,74152.466367713,95677.1300448431,27811.6591928251,223
0634980,San Mateo Union High,CALIFORNIA,02-Secondary school system only,09,12,94401,19356.6518847007,10917.8492239468,3247.33924611973,1836.80709534368,3354.65631929047,9020
0634920,San Mateo-Foster City,CALIFORNIA,01-Elementary school system only,KG,08,94404,12967.6731490959,8214.77311497782,1081.11566018424,1639.79870351416,2031.98567041965,11724
0635010,San Miguel Joint Union,CALIFORNIA,01-Elementary school system only,KG,08,93451,11782.1138211382,6452.0325203252,1266.66666666667,1705.69105691057,2357.72357723577,615
0635040,San Pasqual Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92027,11626.7123287671,7412.67123287671,705.479452054794,1453.76712328767,2054.79452054795,584
0635070,San Pasqual Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92283,23300.435413643,12031.9303338171,2005.80551523948,4172.71407837446,5089.9854862119,689
0635090,San Rafael City Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94903,13385.1322063286,8334.20026007802,1601.21369744257,1529.25877763329,1920.45947117469,4614
0635110,San Rafael City High,CALIFORNIA,02-Secondary school system only,09,12,94903,14819.696969697,8794.31818181818,1828.40909090909,2072.72727272727,2124.24242424242,2640
0635130,San Ramon Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94526,11377.8082021283,7175.95992283278,1133.67353288941,1366.3886987367,1701.78604766943,32138
0635220,San Ysidro Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92173,14999.7815640017,9363.69593709043,1337.70205329838,2095.6749672346,2202.70860637833,4578
0635250,Sanger Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93657,12336.8549370175,7325.88378707842,1358.8785046729,1444.12840308818,2207.96424217798,12305
0635310,Santa Ana Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92701,14679.0954196035,9240.1780200592,1425.99178041353,1645.81248269841,2367.11313643236,46961
0691034,Santa Barbara County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,93160,241005.376344086,97172.0430107527,84166.6666666667,49381.7204301075,10284.9462365591,186
0691035,Santa Clara County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95131,0,0,0,0,0,
0635490,Santa Clara Elementary,CALIFORNIA,01-Elementary school system only,KG,06,93060,11067.7966101695,6966.10169491525,305.084745762712,2220.33898305085,1576.27118644068,59
0635430,Santa Clara Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95052,19279.001754728,12058.1009943459,2075.58328459089,2549.74978878274,2595.56768700851,15387
0601327,Santa Cruz City Elementary/High,CALIFORNIA,†,N,N,95073,13342.3245946356,7369.60145476587,2164.11577511744,1771.48052735263,2037.12683739961,6599
0691036,Santa Cruz County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95060,34796.3215258856,15211.1716621253,8403.26975476839,8576.97547683924,2604.90463215259,1468
0635670,Santa Maria Joint Union High,CALIFORNIA,02-Secondary school system only,09,12,93455,13173.7692872888,7579.47587558168,2056.82096497673,1399.0938035758,2138.37864315454,8166
0605580,Santa Maria-Bonita,CALIFORNIA,01-Elementary school system only,KG,08,93454,13842.5619834711,8520.77922077922,1822.66824085006,1213.04604486423,2286.06847697757,16940
0635700,Santa Monica-Malibu Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90404,16566.3058823529,9560.56470588235,1953.22352941176,2028.51764705882,3024,10625
0635790,Santa Rita Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93906,10775.0959956116,6470.92704333516,1049.64344487109,1470.92704333516,1783.59846407021,3646
0601329,Santa Rosa City Schools,CALIFORNIA,†,N,N,95401,12957.8222778473,7848.62327909887,1158.82352941176,1687.60951188986,2262.76595744681,15980
0635850,Santa Ynez Valley Union High,CALIFORNIA,02-Secondary school system only,09,12,93460,13573.43412527,7152.26781857451,910.36717062635,2774.29805615551,2736.50107991361,926
0635880,Santee,CALIFORNIA,01-Elementary school system only,KG,08,92071,11103.2815704659,6986.81511866393,906.094345150894,1206.27014356871,2004.10196308233,6826
0635910,Saratoga Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95070,19764.3059490085,12218.1303116147,2055.52407932011,3419.83002832861,2070.82152974504,1765
0635940,Saucelito Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93270,16051.2820512821,9858.97435897436,76.9230769230769,3294.87179487179,2820.51282051282,78
0635970,Saugus Union,CALIFORNIA,01-Elementary school system only,KG,06,91355,11447.4517413952,7118.47615156777,1224.18547645797,1361.35226228169,1743.43785108773,9791
0636000,Sausalito Marin City,CALIFORNIA,01-Elementary school system only,KG,08,94965,47176.4705882353,22848.7394957983,3865.5462184874,13747.8991596639,6714.28571428571,119
0636030,Savanna Elementary,CALIFORNIA,01-Elementary school system only,KG,06,92804,12462.482946794,8454.75216007276,1059.11778080946,815.825375170532,2132.78763074125,2199
0636100,Scotia Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95565,14187.5,7920.45454545455,460.227272727273,2034.09090909091,3772.72727272727,176
0600159,Scott Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,96032,14705.0898203593,7844.31137724551,1202.09580838323,2211.07784431138,3447.60479041916,668
0600043,Scotts Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95066,10447.7488641057,6765.79925650558,1166.46014043784,1498.55431639818,1016.93515076415,2421
0636180,Sebastopol Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95472,17012.9589632829,9516.19870410367,935.205183585313,2758.09935205184,3803.45572354212,463
0636210,Seeley Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92273,14477.0889487871,7288.40970350404,1159.02964959569,3002.69541778976,3026.95417789757,371
0636240,Seiad Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96086,22444.4444444444,9777.77777777778,1388.88888888889,7500,3777.77777777778,18
0636270,Selma Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93662,14373.6899734084,8688.72203973096,1496.48052557485,1747.37994681683,2441.10746128578,6393
